code; name; state; owner; latitude; longitude; kind; size; difficulty; terrain; status; hidden_date; founds; not_founds; favourites; altitude
GC171VN;Viriatus eram prognatus hic [Lusitania];GUARDA;almeidara;40.322383;-7.685833;TRADITIONAL;SMALL;1.5;2;AVAILABLE;2007/10/29;126;12;4;811
GCNGJQ;Salta Fronteiras entre Fafe Felgueiras;BRAGA;saltafronteiras;41.409667;-8.183483;TRADITIONAL;SMALL;3;3;AVAILABLE;2005/04/16;76;5;1;-9999999
GC9E71;Pulo do Lobo;BEJA;MAntunes;37.80425;-7.634783;TRADITIONAL;REGULAR;3;3.5;AVAILABLE;2002/10/20;152;34;35;68
GC174M5;ARRIFE Twins V;SANTAREM;sammendes;39.562433;-8.573617;TRADITIONAL;SMALL;2;3.5;AVAILABLE;2007/11/02;105;2;5;200
GCTEQE;Linhas de Torres - Forte da Feira [ Malveira ];LISBOA;clcortez;38.935633;-9.255083;TRADITIONAL;SMALL;3;2;AVAILABLE;2006/02/13;630;22;15;247
GC1471Q;Heart of Darkness [Geres];BRAGA;Os Cacheiros Viajantes;41.758;-8.118883;MULTI;REGULAR;3;4;AVAILABLE;2007/07/07;119;5;56;-9999999
GCN9EN;Castelo de Santiago;SETUBAL;clcortez;38.014767;-8.698433;TRADITIONAL;REGULAR;2;2;AVAILABLE;2005/03/30;631;22;17;249
GC11BE;LIS Spotter's Place;LISBOA;dmatos;38.7801;-9.140717;VIRTUAL;VIRTUAL;2;3;AVAILABLE;2001/07/21;1202;3;58;117
GCHEMB;Windmill Route [Palmela];SETUBAL;B.O.D.A.;38.546133;-8.968883;TRADITIONAL;REGULAR;2;2;AVAILABLE;2004/01/03;366;6;6;-9999999
GC15861;Miradouro de Senharei  [Arcos de Valdevez];VIANA DO CASTELO;Jafqa;41.8917;-8.4827;TRADITIONAL;SMALL;2;3;AVAILABLE;2007/08/18;179;2;2;536
GCG39A;The Tin Man [Lisboa];LISBOA;btrodrigues;38.768933;-9.115733;TRADITIONAL;SMALL;1.5;1.5;DISABLED;2003/05/11;1368;52;18;43
GC16ZKC;Igreja Matriz da Golega;SANTAREM;sammendes;39.4018;-8.487067;TRADITIONAL;NOT_CHOSEN;1.5;1.5;AVAILABLE;2007/10/26;756;21;3;-9999999
GCXMV2;Forte de Milreus [Mafra];LISBOA;Bargao_Henriques;38.983333;-9.420317;TRADITIONAL;REGULAR;2;2;AVAILABLE;2006/08/11;861;2;40;20
GC10VPJ;Penha do Meio-Dia - Montejunto;LISBOA;McPenha;39.18855;-9.05465;TRADITIONAL;REGULAR;2;3;AVAILABLE;2007/02/09;403;2;46;544
GC13Y2K;Aqueduto da Amoreira - Elvas;PORTALEGRE;JorgeDraco & Anjo;38.878683;-7.171;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/06/26;776;28;10;297
GCM8AA;Mosteiro de Cos [Alcobaca];LEIRIA;olharapo;39.605683;-8.95495;TRADITIONAL;REGULAR;2.5;2;AVAILABLE;2004/12/10;404;16;4;82
GC12TEZ;Oporto Botanical Garden;PORTO;kidloco;41.15365;-8.64235;PUZZLE;SMALL;3.5;1.5;AVAILABLE;2007/05/19;153;14;7;70
GC16M14;Santuario da Senhora da Rocha;LISBOA;Kelux;38.721333;-9.24975;MULTI;REGULAR;2;2;AVAILABLE;2007/10/12;317;28;7;28
GCY9RQ;TP01 - O Sofa de Bucelas [Bucelas];LISBOA;Peter!;38.879283;-9.127617;TRADITIONAL;SMALL;3.5;5;AVAILABLE;2006/09/14;81;5;20;126
GCH37D;Alto da Memoria;LISBOA;B.O.D.A.;38.777933;-9.439783;TRADITIONAL;REGULAR;2.5;2;AVAILABLE;2003/10/19;561;15;18;-9999999
GC15994;Moinho da Tramaga;PORTALEGRE;TonyMary;39.229283;-8.02755;MULTI;SMALL;1.5;1.5;AVAILABLE;2007/08/19;126;11;7;-9999999
GC13KTF;Telheiras - Porta do Ceu;LISBOA;acasim;38.760567;-9.16655;MULTI;SMALL;2;1.5;AVAILABLE;2007/06/13;467;47;53;97
GCRM3D;Rio Paleozoico [Valongo - pt+en];PORTO;caixeiros;41.15355;-8.481767;TRADITIONAL;SMALL;2;2;AVAILABLE;2005/12/10;261;6;5;44
GC11Z6V;Marco dos 4 Concelhos [ARC-VFR-CPV-GDM];AVEIRO;daraopedal;41.001783;-8.390133;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/04/06;90;1;5;460
GCQXCZ;Costa Azul [Santiago Cacem];SETUBAL;G@tos;38.0578;-8.81955;TRADITIONAL;SMALL;2;3;AVAILABLE;2005/10/08;253;3;11;22
GCPJEG;Moinhos de Vento [Barcelos - pt+en];BRAGA;caixeiros;41.44955;-8.5773;TRADITIONAL;REGULAR;1.5;2;AVAILABLE;2005/07/03;151;3;0;-9999999
GC1289R;SENHORA DA GRACA I ;VILA REAL;eterlusitano;41.4167;-7.917217;TRADITIONAL;REGULAR;2;2.5;AVAILABLE;2007/04/17;416;6;15;889
GCHB7M;AiAi... tou que nem posso! [Amiosinho];COIMBRA;& Company;40.035367;-8.0973;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2003/12/08;53;16;5;382
GC12K45;A Lenda [Sancta Irena];SANTAREM;s.paula;39.236233;-8.672717;MULTI;SMALL;2;2;AVAILABLE;2007/05/01;212;32;5;15
GC14VBQ;Varanda de Pilatos [Peniche];LEIRIA;clcortez;39.362217;-9.407217;TRADITIONAL;SMALL;3.5;2;AVAILABLE;2007/08/19;1167;413;123;30
GCYGR8;The Pythagoras Project;FARO;Team Caracache;37.0341;-8.907283;PUZZLE;REGULAR;3;2.5;AVAILABLE;2006/09/25;63;3;12;49
GC14HF4;Antas da Masmorra;FARO;GadgetTracker;37.377217;-7.86355;TRADITIONAL;REGULAR;1;3;AVAILABLE;2007/07/22;71;5;2;351
GCTC1P;The Watchtower [Lisboa];LISBOA;Felinos;38.730783;-9.131667;TRADITIONAL;SMALL;1.5;2;DISABLED;2006/02/07;870;46;25;91
GCY2ZY;Moinhos Montedor;VIANA DO CASTELO;cou;41.748833;-8.8767;TRADITIONAL;REGULAR;1.5;3;AVAILABLE;2006/08/31;507;5;11;11
GC159NY;CIRCUITO DOS MOINHOS DE ARGONTIM;BRAGA;eterlusitano;41.430317;-8.082;MULTI;SMALL;2;1.5;AVAILABLE;2007/08/21;33;12;2;-9999999
GC15CGK;Ingrina Beach [Vila do Bispo];FARO;Jdmarques;37.04435;-8.88105;TRADITIONAL;REGULAR;1.5;2;AVAILABLE;2007/08/24;665;2;14;5
GC16TVF;Ganda Pedrada ... [Serra da Peneda];VIANA DO CASTELO;pxlobo;41.928983;-8.2917;TRADITIONAL;REGULAR;2;4.5;AVAILABLE;2007/10/14;48;0;16;1393
GC1672R;ST14 - SRA. DE FATIMA;BRAGA;SPY_Team;41.499417;-8.4486;MULTI;SMALL;1;1.5;AVAILABLE;2007/09/25;246;2;0;295
GC1483D;CORNOS DAS ALTURAS!;VILA REAL;Drager;41.710033;-7.824117;MULTI;REGULAR;4;3.5;AVAILABLE;2007/07/09;35;6;5;-9999999
GCWQ24;Passeio Publico [Lisboa Romantica];LISBOA;almeidara;38.71575;-9.1417;MULTI;MICRO;1.5;1.5;AVAILABLE;2006/06/26;416;40;34;22
GCWDDE;Prado do Vidoal [Geres - pt+en];BRAGA;caixeiros;41.76725;-8.1468;MULTI;SMALL;2.5;3;AVAILABLE;2006/06/03;155;6;41;860
GCY3MF;Black Pit [Penafiel];PORTO;Silvana;41.0581;-8.3678;TRADITIONAL;REGULAR;2;3;AVAILABLE;2006/09/02;64;9;7;33
GC15B20;E fez-se luz! [Arouca - pt+en];AVEIRO;caixeiros;40.879217;-8.134017;TRADITIONAL;SMALL;1.5;2;AVAILABLE;2007/08/21;302;5;18;667
GCMXZR;Senhora do Monte;LISBOA;[Walrus];38.719483;-9.132433;TRADITIONAL;MICRO;2.5;1.5;AVAILABLE;2005/02/27;1017;151;39;80
GC12QF5;Miradouro de  Boticas;VILA REAL;Silvana;41.687633;-7.665867;MULTI;REGULAR;2;1.5;AVAILABLE;2007/05/06;129;8;7;-9999999
GCRTEH;Monte Redondo;LEIRIA;mafilll;39.89235;-8.8434;TRADITIONAL;SMALL;2.5;3;AVAILABLE;2007/04/08;369;17;4;60
GC119PC;M.A.N. - Movimento Anti Nos  [Estoril];LISBOA;Portelada;38.719233;-9.391817;TRADITIONAL;REGULAR;2;2.5;AVAILABLE;2007/03/06;311;6;8;73
GCVJ73;Penedo da Amizade [Sintra];LISBOA;play mobil;38.792083;-9.390833;TRADITIONAL;REGULAR;2;3.5;AVAILABLE;2006/04/24;596;32;147;370
GCNQZZ;Historical Villages - Idanha-a-Velha;CASTELO BRANCO;PauloJFMartins;39.99715;-7.14505;TRADITIONAL;REGULAR;1;1;AVAILABLE;2005/07/04;431;22;12;-9999999
GCR5QP;The Fishing Spot - Obidos;LEIRIA;Trupe Geocaching;39.422833;-9.237283;TRADITIONAL;SMALL;1;1;AVAILABLE;2005/10/30;632;10;4;30
GCX64D;Posto de Vigia Monte Redondo [Arganil];COIMBRA;maillart;40.205117;-7.959217;TRADITIONAL;REGULAR;2;2.5;AVAILABLE;2006/07/16;130;0;5;950
GC15G66;S. MAMEDE DE NEGRELOS ;PORTO;eterlusitano;41.343;-8.354833;TRADITIONAL;SMALL;3.5;1.5;AVAILABLE;2007/08/28;180;10;1;256
GC13D90;Cruziana [Penha Garcia];CASTELO BRANCO;Bargao_Henriques;40.044167;-7.01485;EARTHCACHE;NOT_CHOSEN;1.5;2;AVAILABLE;2007/06/04;209;2;32;500
GC14R59;Parque Eolico de Serra D'El Rei [Peniche];LEIRIA;B.O.D.A.;39.321717;-9.267033;TRADITIONAL;REGULAR;2.5;1.5;AVAILABLE;2007/07/28;306;7;1;143
GC15J9Z;Circuito de Vila do Conde;PORTO;cmcfaria;41.344283;-8.745767;TRADITIONAL;MICRO;1.5;1;AVAILABLE;2007/08/31;935;45;0;4
GCZRB4;Penamacor;CASTELO BRANCO;Ogato;40.167133;-7.165817;TRADITIONAL;NOT_CHOSEN;1.5;1.5;AVAILABLE;2006/12/09;365;20;9;574
GC16QCW;The Secret;LISBOA;antunesn;38.731217;-9.1458;TRADITIONAL;MICRO;2;1;AVAILABLE;2007/10/16;2091;123;1;75
GCAE48;Miradouro;ARQUIPELAGO DOS ACORES;Leemax;37.789617;-25.14535;VIRTUAL;VIRTUAL;1;1;AVAILABLE;2002/11/14;672;1;35;248
GC17887;Acude da Agolada (Coruche);SANTAREM;ftomar;38.964183;-8.561917;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/11/07;187;18;7;61
GCZ5JP;Cucos Valley [Torres Vedras];LISBOA;MONTE DA LUA;39.090417;-9.2413;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2006/11/01;611;6;9;40
GC15536;Termas da Piedade [ Alcobaca];LEIRIA;dakidali;39.57;-9.000817;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/08/14;652;10;1;7
GCRM1W;Umbilicu Patriae [Sardoal];SANTAREM;HDV;39.621883;-8.167733;TRADITIONAL;REGULAR;2;2;AVAILABLE;2005/12/11;270;4;24;-9999999
GC11J2N;Sr. dos Desamparados;BRAGA;Agostinho e Sandra;41.540617;-8.73585;TRADITIONAL;REGULAR;1;1.5;AVAILABLE;2007/03/18;402;3;2;111
GCW978;Placido [Pte de Lima - pt+en];VIANA DO CASTELO;caixeiros;41.7803;-8.605917;TRADITIONAL;SMALL;1;1;AVAILABLE;2006/05/27;472;1;10;214
GC176YG;Poco das Pias;GUARDA;nmcouto;40.4558;-7.395583;TRADITIONAL;REGULAR;4;4.5;AVAILABLE;2007/11/05;47;3;1;917
GC11BWX;DP32 - Vila Boa de Ousilhao;BRAGANCA;danieloliveira;41.805767;-6.9166;TRADITIONAL;SMALL;1.5;3;AVAILABLE;2007/03/08;45;0;0;639
GCVDGM;Matinha de Queluz #2;LISBOA;afonso_loureiro;38.744483;-9.258817;TRADITIONAL;SMALL;2;2;DISABLED;2006/07/23;607;9;2;-9999999
GCRE96;BH19 Scene from above [Portugal...];LISBOA;prodrive;39;-9.5;PUZZLE;SMALL;3;1.5;AVAILABLE;2005/11/23;173;13;9;0
GC101CB;Monte da Ciradelha [Vinhais];BRAGANCA;Pinaster;41.8477;-6.991983;TRADITIONAL;SMALL;2;2.5;DISABLED;2006/12/28;138;4;16;1004
GCJ639;Bicas Beach [Aldeia do Meco];SETUBAL;B.O.D.A.;38.459067;-9.195267;TRADITIONAL;REGULAR;2;3;AVAILABLE;2004/04/12;311;21;14;-9999999
GC16670;LAMEIRINHA ;BRAGA;eterlusitano;41.487333;-8.0689;TRADITIONAL;SMALL;3;2;AVAILABLE;2007/09/23;193;6;33;-9999999
GC15386;Penedo do Eido;VIANA DO CASTELO;Fernando Rei;41.799067;-8.273667;TRADITIONAL;REGULAR;3;3;AVAILABLE;2007/08/11;50;1;14;675
GCPJQV;SweetCam;FARO;argonauta;37.097117;-8.4714;WEBCAM;OTHER_SIZE;1;1;AVAILABLE;2005/07/04;1395;7;103;14
GCZWBW;Radha Krishna [Hinduismo];LISBOA;almeidara;38.769217;-9.173867;MULTI;MICRO;1.5;1.5;AVAILABLE;2006/12/18;535;25;4;107
GC171VF;PR1 - Trilho das Jans;PORTALEGRE;almeidara;39.536467;-7.8253;TRADITIONAL;REGULAR;1.5;2.5;AVAILABLE;2007/10/29;33;3;5;65
GC16EQK;LOUSADA 1;PORTO;eterlusitano;41.26965;-8.2617;MULTI;MICRO;1.5;2;AVAILABLE;2007/10/05;114;5;1;197
GCPX7M;Passagem para a liberdade [Vilamoura];FARO;olharapo;37.073517;-8.12165;TRADITIONAL;SMALL;2;1;AVAILABLE;2005/07/23;2016;94;16;3
GC15V3N;OBRAS DO FIDALGO ;PORTO;eterlusitano;41.211417;-8.190283;TRADITIONAL;SMALL;2;1.5;AVAILABLE;2007/09/09;232;2;26;-9999999
GC12D55;Fragas de S. Simao;LEIRIA;Paulo Martins;39.9163;-8.319067;TRADITIONAL;REGULAR;2;2;AVAILABLE;2007/04/22;525;3;52;-9999999
GCQPJ1;S. Minho (Serra Arga-Viana Castelo);VIANA DO CASTELO;cou;41.800667;-8.6886;TRADITIONAL;REGULAR;2;2;AVAILABLE;2005/09/25;297;4;3;-9999999
GCQM5B;The Waterfall [Pitoes das Junias];VILA REAL;razalas;41.8298;-7.950083;TRADITIONAL;SMALL;2;3.5;AVAILABLE;2005/09/14;473;4;52;950
GCNEHE;DP5- Nutty Toon Cache;LISBOA;danieloliveira;38.754033;-9.431683;TRADITIONAL;SMALL;3.5;4.5;AVAILABLE;2005/04/11;204;15;32;-9999999
GC15XNT;Lenda de N. Sra. das Neves [Bagunte-Vila do Conde];PORTO;eniel;41.3895;-8.64465;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/09/13;297;1;3;-9999999
GCG9P6;Taipa [Paderne];FARO;afonso_loureiro;37.159383;-8.199967;TRADITIONAL;REGULAR;2.5;3;AVAILABLE;2003/06/15;667;5;9;-9999999
GCHYTT;Alvao - Ranhadouro;VILA REAL;vfalco;41.34395;-7.8213;TRADITIONAL;REGULAR;2;1;AVAILABLE;2004/03/14;111;1;2;1156
GC1627H;460 million year old bookshop - DP/EC12 ;COIMBRA;danieloliveira;40.282617;-8.265317;EARTHCACHE;NOT_CHOSEN;1;1;AVAILABLE;2007/09/19;416;5;25;54
GC13006;S. BENTO DAS PERAS;BRAGA;eterlusitano;41.3842;-8.288767;TRADITIONAL;SMALL;2;2.5;AVAILABLE;2007/05/17;234;14;5;430
GC1020Z;GT Dino's Lunch Box [Sintra] [Lisbon};LISBOA;golden-team;38.808333;-9.481317;TRADITIONAL;LARGE;1.5;1.5;AVAILABLE;2006/12/29;387;9;17;57
GCMA2Z;Nascentes do Liz [Leiria];LEIRIA;olharapo;39.684867;-8.7678;TRADITIONAL;REGULAR;2;3.5;AVAILABLE;2004/12/19;512;27;6;101
GCV43A;GnE IV - Regueira [Rio Maior];SANTAREM;TattaTeam;39.365717;-8.948267;TRADITIONAL;LARGE;1.5;2.5;AVAILABLE;2006/03/28;341;8;2;104
GCZGT0;ALAGOA;ARQUIPELAGO DOS ACORES;Ccota;38.7943;-27.190483;TRADITIONAL;SMALL;3.5;2;AVAILABLE;2006/11/24;199;45;1;9
GCQ7JZ;O Ascensor da Bica / The Bica Funicular;LISBOA;rifkindsss;38.7086;-9.146883;TRADITIONAL;MICRO;2;1.5;DISABLED;2005/08/21;1373;122;61;20
GC140Y9;Ponto Novo;LEIRIA;dupladepeso;39.765533;-9.003867;MULTI;SMALL;3;2.5;AVAILABLE;2007/06/30;442;39;5;93
GC154F9;Neves do Pinheiro;AVEIRO;triplebrand;40.471717;-8.422133;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/08/13;381;3;0;53
GCRFDP;Pateira de Fermentelos [Agueda];AVEIRO;Macafe;40.573333;-8.527017;MULTI;REGULAR;2;1.5;AVAILABLE;2005/11/26;343;7;16;16
GC14M5D;Bonjoia Heraldic Riddle;PORTO;kidloco;41.152683;-8.5762;PUZZLE;SMALL;3;1.5;AVAILABLE;2007/07/26;229;8;7;39
GC14RM9;Curral do Negro [Gouveia];GUARDA;cmatos;40.490883;-7.574817;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/07/28;292;1;6;887
GC16E3D;Belas Cache;LISBOA;sduarte;38.794183;-9.264783;MULTI;LARGE;2.5;2.5;AVAILABLE;2007/10/20;148;9;13;179
GC16PZM;O Moinho [Cacilhas];SETUBAL;tmob;38.6862;-9.147617;TRADITIONAL;SMALL;1;1.5;AVAILABLE;2007/10/15;1084;16;9;6
GC15TPE;Sr. da Saude [Vale de Cambra];AVEIRO;daraopedal;40.800983;-8.382833;TRADITIONAL;SMALL;2;2.5;AVAILABLE;2007/09/08;233;2;0;687
GCPTNN;Castro de Sao Paio [Labruge - Vila do Conde];PORTO;protoZoa;41.280533;-8.729833;TRADITIONAL;REGULAR;1;2;AVAILABLE;2005/07/20;743;5;39;7
GC16GB3;Nossa Sr. d'Aires (Viana Alentejo);EVORA;tirapicos team;38.340983;-7.985417;TRADITIONAL;MICRO;1.5;1.5;AVAILABLE;2007/10/07;347;13;10;212
GC16FRZ;APULIA - PMI 2;BRAGA;eterlusitano;41.488867;-8.78305;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/10/07;540;65;1;3
GC1563H;Capela Sao Luis da Serra [Setubal];SETUBAL;NFreitas;38.5291;-8.932633;MULTI;REGULAR;3;2.5;AVAILABLE;2007/08/15;319;5;1;154
GC158JW;Down Under;FARO;kidloco;37.074483;-8.2864;PUZZLE;REGULAR;3;2;AVAILABLE;2007/09/18;465;34;135;15
GC173T7;Farol do cabo (Sesimbra);SETUBAL;Os Galaxy;38.41495;-9.21665;TRADITIONAL;SMALL;2;1;AVAILABLE;2007/11/01;1292;19;11;121
GC10K6Z;The Enigma Experience;FARO;Team Caracache;37.1056;-8.6776;PUZZLE;REGULAR;2.5;1;AVAILABLE;2007/01/27;193;6;21;-9999999
GC1223G;Portas de Montemuro;VISEU;almeidara;40.967917;-8.008117;TRADITIONAL;REGULAR;2;2;AVAILABLE;2007/04/09;176;1;5;1203
GCQ0JQ;Mafra Real;LISBOA;play mobil;38.938517;-9.321767;TRADITIONAL;REGULAR;1.5;1;AVAILABLE;2005/08/05;1265;50;21;245
GC513F;A great view of Lisbon [Lisboa];LISBOA;orebelo;38.713783;-9.133117;VIRTUAL;VIRTUAL;1;1;AVAILABLE;2002/04/25;2612;8;297;84
GCXB38;Passeio pelo Parque de Montachique [ Loures ];LISBOA;B.O.D.A.;38.904567;-9.184233;TRADITIONAL;SMALL;3.5;3;AVAILABLE;2006/07/22;608;10;2;-9999999
GC14NKV;Bureau de Change;FARO;cmma07;37.251117;-7.582683;TRADITIONAL;SMALL;1.5;3;AVAILABLE;2007/07/27;105;0;3;265
GC12MV8;Santo Isidro de Pegoes [Montijo];SETUBAL;Tanyne;38.681733;-8.664017;TRADITIONAL;SMALL;1;1;AVAILABLE;2007/05/05;542;11;7;60
GCR5F7;Senhora Emigrantes-(Castelo Neiva);VIANA DO CASTELO;cou;41.613217;-8.784533;TRADITIONAL;REGULAR;4;4;AVAILABLE;2005/10/23;402;10;19;-9999999
GCQJTW;Cerro da Cabeca Karren field [Olhao];FARO;alieri;37.109883;-7.7827;TRADITIONAL;REGULAR;2;4;AVAILABLE;2005/09/16;156;5;39;226
GC167NE;Barros PE - Projecto VG [Az. Barros-Grandola];SETUBAL;MightyReek;38.051417;-8.435567;TRADITIONAL;SMALL;1;1.5;AVAILABLE;2007/09/26;220;0;3;-9999999
GCZ84D;Albandeira [Lagoa];FARO;prodrive;37.0904;-8.400617;TRADITIONAL;REGULAR;1;1.5;AVAILABLE;2006/10/29;1112;25;59;0
GC14T2P;Aqueduto dos Pegoes [Thomar];SANTAREM;paulohercules;39.608567;-8.440617;MULTI;SMALL;2;4;AVAILABLE;2007/08/19;495;16;165;105
GCGGAY;The Lonely Lookout;LISBOA;GreenShades;38.769783;-9.4938;TRADITIONAL;REGULAR;2;3;AVAILABLE;2003/07/12;232;5;66;67
GC16330;Eolo - Deus do vento[Coto do Boi-Geoparque Arouca];AVEIRO;daraopedal;40.8871;-8.229467;TRADITIONAL;SMALL;1.5;2;AVAILABLE;2007/09/20;73;3;6;958
GC11R16;Monte da Tumba [Torrao];SETUBAL;almeidara;38.283967;-8.23125;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/03/28;189;5;4;-9999999
GCXMV1;Ribeira d'Ilhas [Mafra];LISBOA;Bargao_Henriques;38.986583;-9.41875;TRADITIONAL;REGULAR;1.5;2;AVAILABLE;2006/08/11;782;10;24;16
GC156CP;Ponta do Landeiro [Milfontes Powertrail #6];BEJA;btrodrigues;37.7477;-8.81045;TRADITIONAL;REGULAR;1.5;2.5;AVAILABLE;2007/08/13;403;0;11;19
GC10DPG;Buy, Buy, Buy [Colombo];LISBOA;almeidara;38.756967;-9.18895;MULTI;MICRO;2;1.5;AVAILABLE;2007/01/16;265;16;19;94
GCZ9WE;Stadium Algarve [Faro - Loule];FARO;Torgut;37.08685;-7.97515;MULTI;REGULAR;1;1;AVAILABLE;2006/11/10;512;11;8;41
GC174X7;ARRIFE Total;SANTAREM;sammendes;39.5137;-8.565483;PUZZLE;OTHER_SIZE;2.5;2.5;AVAILABLE;2007/11/03;76;0;17;119
GCQDE4;POR CAMINHOS ESQUECIDOS!;LISBOA;toscanatt;38.8634;-9.347133;MULTI;SMALL;2.5;3.5;AVAILABLE;2005/09/03;184;14;24;61
GC16555;Castro das Caldas [Gondizalves];BRAGA;20 ver;41.53895;-8.465417;TRADITIONAL;REGULAR;2;4;AVAILABLE;2007/09/23;141;2;1;263
GC15WEE;QUE VISTA BEM APARECIDA !!;PORTO;eterlusitano;41.370667;-8.151967;TRADITIONAL;MICRO;2.5;2;AVAILABLE;2007/09/11;88;17;3;-9999999
GC115GG;Footprints in the sand - DP/EC8;LISBOA;danieloliveira;38.80965;-9.479367;EARTHCACHE;NOT_CHOSEN;1.5;3;AVAILABLE;2007/02/26;248;1;31;49
GC16AY7;Funicular dos Guindais;PORTO;Macafe;41.143217;-8.608167;TRADITIONAL;SMALL;2;1.5;AVAILABLE;2007/09/02;2402;56;70;81
GCW37V;Lost in Cabeca [Seia];GUARDA;Geografo;40.319717;-7.737367;TRADITIONAL;SMALL;1.5;2.5;DISABLED;2006/05/17;135;19;10;477
GCW061;GnE II e - Sushi Nemo (DP 16);LISBOA;danieloliveira;38.7525;-9.471783;TRADITIONAL;REGULAR;1;1.5;AVAILABLE;2006/05/19;296;1;8;60
GC13B9B;The Electro Box;LISBOA;clcortez;38.880933;-9.1381;TRADITIONAL;LARGE;3.5;4;AVAILABLE;2007/06/01;124;14;19;195
GC172GE;Barragem do Pego da Moura [Grandola];SETUBAL;MightyReek;38.155017;-8.577967;TRADITIONAL;SMALL;1;1.5;AVAILABLE;2007/10/27;369;14;7;-9999999
GCMA39;The Covelo Park (Porto);PORTO;zoom_bee;41.1667;-8.605217;TRADITIONAL;MICRO;1.5;1;DISABLED;2004/12/19;778;51;6;129
GCV5JJ;Santa Eufemia da Serra [Sintra];LISBOA;play mobil;38.7867;-9.385283;TRADITIONAL;SMALL;2.5;2;AVAILABLE;2006/04/01;1139;31;69;437
GC11YE6;The Peak of Peaks [Braga];BRAGA;jcr;41.565367;-8.342783;TRADITIONAL;REGULAR;3.5;4;AVAILABLE;2007/04/05;119;5;7;549
GCXVWF;Casa Florestal do Pisao;VISEU;Panda Becas;40.799417;-8.129917;TRADITIONAL;REGULAR;2;2;AVAILABLE;2006/08/20;231;2;4;521
GCX3Y3;22.5 House Barao Sao Joao area, Algarve;FARO;Team Caracache;37.156283;-8.801617;MULTI;SMALL;3;3;AVAILABLE;2006/07/12;61;4;3;143
GC15P9Z;AA11 - Dom Quixote;SANTAREM;K!mPossible;39.588083;-8.67485;TRADITIONAL;REGULAR;2.5;2;AVAILABLE;2007/09/04;167;3;0;459
GCKNMB;Old Dam Wall;FARO;outonaboat;37.149033;-8.69355;TRADITIONAL;REGULAR;2;1;AVAILABLE;2004/09/28;255;7;3;-9999999
GC111CZ;The Circuit of the Coke [:)];BEJA;almeidara;37.57765;-8.261933;MULTI;REGULAR;1.5;1.5;AVAILABLE;2007/02/19;93;4;5;209
GC1598Y;PORTO D'OLHO;BRAGA;eterlusitano;41.577683;-7.971067;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/08/20;73;2;5;-9999999
GCT7ET;PORTAS DE S.PEDRO;PORTO;tapauere;41.288267;-8.612117;TRADITIONAL;REGULAR;2;1.5;AVAILABLE;2006/01/29;569;17;1;132
GC13G35;SANTO ANTONINO;BRAGA;eterlusitano;41.443367;-8.2379;TRADITIONAL;REGULAR;2;3;AVAILABLE;2007/06/08;119;23;1;488
GC16EGD;ST15 - CAMPO DE AVIACAO;BRAGA;SPY_Team;41.587617;-8.44;MULTI;REGULAR;2.5;1.5;AVAILABLE;2007/10/05;234;3;1;-9999999
GC16R8A;ST20 - CASTRO SABROSO;BRAGA;SPY_Team;41.511917;-8.341567;TRADITIONAL;REGULAR;1.5;3;AVAILABLE;2007/10/17;92;1;2;-9999999
GC140YD;Where is the river?;PORTALEGRE;manelov;39.340583;-7.891333;TRADITIONAL;REGULAR;1;2.5;AVAILABLE;2007/06/30;86;0;5;171
GCYM2B;Olh'o Castelo [Torres Vedras];LISBOA;vsergios;39.09475;-9.260983;TRADITIONAL;SMALL;1;1.5;AVAILABLE;2006/10/01;650;22;9;32
GC12ETJ;Cidai Pilgrim;PORTO;kidloco;41.32015;-8.594517;TRADITIONAL;SMALL;1;1.5;AVAILABLE;2007/04/26;412;8;3;181
GC16JJM;Milagre ao Amanhecer (Nazare);LEIRIA;Lancenorte;39.604567;-9.07615;TRADITIONAL;MICRO;1;1;AVAILABLE;2007/10/10;1795;34;28;59
GC4B0D;The Bear Treasure;LEIRIA;GreenShades;39.99185;-8.914717;TRADITIONAL;LARGE;2;3;AVAILABLE;2002/04/07;316;4;37;7
GCN0N8;Rocha dos Louros;ARQUIPELAGO DA MADEIRA;macmurphy;32.761867;-17.135683;TRADITIONAL;MICRO;3;4;AVAILABLE;2005/03/01;1178;18;39;1001
GC11JM4;Pousada [Almada];SETUBAL;almeidara;38.676817;-9.178433;MULTI;REGULAR;1.5;2;AVAILABLE;2007/03/20;202;17;9;-9999999
GCYKH1;Tremelgo nas alturas [Marinha Grande];LEIRIA;olharapo;39.737217;-8.9674;TRADITIONAL;REGULAR;2;5;AVAILABLE;2006/09/17;197;21;73;81
